,Average Temperature,Historic Low Temp,Average High Temp,Average Low Temp,Historic High Temp,State_x,City,CityFIPS,State_y,Place,Name,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Unemployment Rate,Year,StateAbbr,StateDesc,CityName,GeographicLevel,DataSource,Category,UniqueID,Measure,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,PopulationCount,GeoLocation,CategoryID,MeasureId,Short_Question_Text,Count_of_Individuals
12209,66.0,10.0,92.0,41.0,110.0,Texas,San Angelo,4864472.0,48,64472,"San Angelo city, Texas",94812.0,32.5,42385.0,23157.0,15625.0,16.479981436948908,3.6261232755347423,2016.0,TX,Texas,San Angelo,City,BRFSS,Prevention,4864472,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,23.8,23.1,24.5,93200.0,"(31.440468746, -100.452243142)",PREVENT,ACCESS2,Health Insurance,22181.600000000002
12237,69.0,16.0,90.0,48.0,106.0,Texas,San Antonio,4865000.0,48,65000,"San Antonio city, Texas",1359033.0,32.7,45722.0,22619.0,265645.0,19.546618809109123,4.223664914685663,2016.0,TX,Texas,San Antonio,City,BRFSS,Prevention,4865000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,29.0,28.8,29.2,1327407.0,"(29.4721475333, -98.5246763525)",PREVENT,ACCESS2,Health Insurance,384948.02999999997
12265,69.0,1.0,88.0,49.0,104.0,Texas,Sugar Land,4870808.0,48,70808,"Sugar Land city, Texas",80755.0,41.4,104702.0,45093.0,3340.0,4.135966813200421,2.9682372608507213,2016.0,TX,Texas,Sugar Land,City,BRFSS,Prevention,4870808,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,13.4,12.8,14.1,78817.0,"(29.5974680902, -95.627455775)",PREVENT,ACCESS2,Health Insurance,10561.478000000001
12293,66.0,13.0,87.0,45.0,109.0,Texas,Tyler,4874144.0,48,74144,"Tyler city, Texas",98335.0,33.5,43289.0,27361.0,18922.0,19.242385722275895,3.6731580820664056,2016.0,TX,Texas,Tyler,City,BRFSS,Prevention,4874144,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,22.4,21.8,23.0,96900.0,"(32.3154021183, -95.3050093799)",PREVENT,ACCESS2,Health Insurance,21705.6
12321,67.0,1.0,89.0,43.0,114.0,Texas,Waco,4876000.0,48,76000,"Waco city, Texas",126406.0,28.5,32650.0,18361.0,36314.0,28.72806670569435,4.1635681850545065,2016.0,TX,Texas,Waco,City,BRFSS,Prevention,4876000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,26.2,25.6,26.8,124805.0,"(31.5597607137, -97.1883333282)",PREVENT,ACCESS2,Health Insurance,32698.91
12349,63.0,3.0,90.0,40.0,112.0,Texas,Wichita Falls,4879000.0,48,79000,"Wichita Falls city, Texas",104402.0,32.7,44028.0,22635.0,16395.0,15.703722150916649,3.3323116415394343,2016.0,TX,Texas,Wichita Falls,City,BRFSS,Prevention,4879000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,20.8,20.2,21.4,104553.0,"(33.9072739838, -98.5292981697)",PREVENT,ACCESS2,Health Insurance,21747.024
12377,52.0,-7.0,74.0,31.0,99.0,Utah,Layton,4943660.0,49,43660,"Layton city, Utah",68386.0,29.6,65439.0,25424.0,6388.0,9.341093206211799,2.5823999064135936,2016.0,UT,Utah,Layton,City,BRFSS,Prevention,4943660,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,11.9,11.4,12.4,67311.0,"(41.077181614, -111.961589302)",PREVENT,ACCESS2,Health Insurance,8010.009000000001
12405,52.0,-7.0,75.0,31.0,101.0,Utah,Ogden,4955980.0,49,55980,"Ogden city, Utah",83363.0,30.2,41031.0,19349.0,18917.0,22.692321533534063,5.154564974868947,2016.0,UT,Utah,Ogden,City,BRFSS,Prevention,4955980,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,19.3,18.7,19.9,82825.0,"(41.2281567535, -111.967450557)",PREVENT,ACCESS2,Health Insurance,15985.225
12433,52.0,-8.0,75.0,29.0,100.0,Utah,Orem,4957300.0,49,57300,"Orem city, Utah",89724.0,26.4,52960.0,20471.0,14660.0,16.33899514065356,3.8618429851544738,2016.0,UT,Utah,Orem,City,BRFSS,Prevention,4957300,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,13.3,12.8,13.9,88328.0,"(40.2987127625, -111.699188517)",PREVENT,ACCESS2,Health Insurance,11747.624
12461,52.0,-8.0,75.0,29.0,100.0,Utah,Provo,4962470.0,49,62470,"Provo city, Utah",114179.0,23.5,39688.0,16977.0,33808.0,29.609648008828245,4.365951707406791,2016.0,UT,Utah,Provo,City,BRFSS,Prevention,4962470,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,14.6,14.2,15.1,112488.0,"(40.2457185288, -111.645715857)",PREVENT,ACCESS2,Health Insurance,16423.248
12489,65.0,-3.0,86.0,41.0,113.0,Utah,St. George,4965330.0,49,65330,"St. George city, Utah",74301.0,33.9,47986.0,22167.0,11350.0,15.27570288421421,4.679614002503331,2016.0,UT,Utah,St. George,City,BRFSS,Prevention,4965330,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,13.6,12.9,14.3,72897.0,"(37.0787444634, -113.579352503)",PREVENT,ACCESS2,Health Insurance,9913.992
12517,55.0,-5.0,79.0,33.0,104.0,Utah,Salt Lake City,4967000.0,49,67000,"Salt Lake City city, Utah",188141.0,31.4,45862.0,28137.0,36752.0,19.534285456120674,4.761854141308912,2016.0,UT,Utah,Salt Lake City,City,BRFSS,Prevention,4967000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,15.2,14.8,15.5,186440.0,"(40.7778489465, -111.931220784)",PREVENT,ACCESS2,Health Insurance,28338.88
12545,55.0,-5.0,79.0,33.0,104.0,Utah,Sandy,4967440.0,49,67440,"Sandy city, Utah",88672.0,34.0,76904.0,30952.0,6899.0,7.780359076145796,3.320101046553591,2016.0,UT,Utah,Sandy,City,BRFSS,Prevention,4967440,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,10.1,9.7,10.6,87461.0,"(40.5702254423, -111.852431062)",PREVENT,ACCESS2,Health Insurance,8833.561
12573,55.0,-5.0,79.0,33.0,104.0,Utah,West Jordan,4982950.0,49,82950,"West Jordan city, Utah",106118.0,28.7,67308.0,22303.0,9421.0,8.877852956143162,4.149154714563034,2016.0,UT,Utah,West Jordan,City,BRFSS,Prevention,4982950,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,13.4,12.9,13.9,103712.0,"(40.6022598635, -112.000961848)",PREVENT,ACCESS2,Health Insurance,13897.408000000001
12601,55.0,-5.0,79.0,33.0,104.0,Utah,West Valley City,4983470.0,49,83470,"West Valley City city, Utah",130843.0,29.7,52389.0,17934.0,24819.0,18.9685348088931,5.03045634844814,2016.0,UT,Utah,West Valley City,City,BRFSS,Prevention,4983470,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,20.6,20.1,21.2,129480.0,"(40.6887696962, -112.011667394)",PREVENT,ACCESS2,Health Insurance,26672.88
12629,47.0,-19.0,73.0,24.0,97.0,Vermont,Burlington,5010675.0,50,10675,"Burlington city, Vermont",42331.0,27.5,42677.0,25441.0,9036.0,21.346058444166214,5.263282228154308,2016.0,VT,Vermont,Burlington,City,BRFSS,Prevention,5010675,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,8.4,7.7,9.1,42417.0,"(44.4876245694, -73.2314828365)",PREVENT,ACCESS2,Health Insurance,3563.0280000000002
12657,58.0,5.0,81.0,41.0,105.0,Virginia,Alexandria,5101000.0,51,01000,"Alexandria city, Virginia",143684.0,35.7,85706.0,54608.0,11980.0,8.337741154199493,3.230700704323376,2016.0,VA,Virginia,Alexandria,City,BRFSS,Prevention,5101000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,11.7,11.3,12.2,139966.0,"(38.8187351557, -77.0867762661)",PREVENT,ACCESS2,Health Insurance,16376.021999999999
12685,58.0,-6.0,82.0,37.0,100.0,Virginia,Chesapeake,5116000.0,51,16000,"Chesapeake city, Virginia",225597.0,36.6,69743.0,29905.0,18714.0,8.295323076104735,3.7722132829780537,2016.0,VA,Virginia,Chesapeake,City,BRFSS,Prevention,5116000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,12.6,12.2,13.0,222209.0,"(36.6777521118, -76.3024325925)",PREVENT,ACCESS2,Health Insurance,27998.334
12713,59.0,5.0,81.0,40.0,99.0,Virginia,Hampton,5135000.0,51,35000,"Hampton city, Virginia",136957.0,35.5,50705.0,25247.0,19618.0,14.324203947224312,5.254203874208693,2016.0,VA,Virginia,Hampton,City,BRFSS,Prevention,5135000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,14.9,14.5,15.3,137436.0,"(37.0533009025, -76.3665945624)",PREVENT,ACCESS2,Health Insurance,20477.964
12741,55.0,-11.0,79.0,34.0,101.0,Virginia,Lynchburg,5147672.0,51,47672,"Lynchburg city, Virginia",76467.0,29.5,38138.0,21440.0,16550.0,21.643323263630062,5.648188107288111,2016.0,VA,Virginia,Lynchburg,City,BRFSS,Prevention,5147672,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,14.7,14.1,15.3,75568.0,"(37.4004163016, -79.1911081)",PREVENT,ACCESS2,Health Insurance,11108.496
12769,59.0,5.0,82.0,39.0,101.0,Virginia,Newport News,5156000.0,51,56000,"Newport News city, Virginia",181025.0,32.5,51027.0,25310.0,26163.0,14.45269990332827,4.92915343184643,2016.0,VA,Virginia,Newport News,City,BRFSS,Prevention,5156000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,15.3,15.0,15.7,180719.0,"(37.1051141309, -76.5182644502)",PREVENT,ACCESS2,Health Insurance,27650.006999999998
12797,61.0,11.0,83.0,44.0,104.0,Virginia,Norfolk,5157000.0,51,57000,"Norfolk city, Virginia",244090.0,29.8,44747.0,24659.0,42580.0,17.444385267729118,5.688475562292597,2016.0,VA,Virginia,Norfolk,City,BRFSS,Prevention,5157000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,15.4,15.1,15.8,242803.0,"(36.8932863006, -76.2567157761)",PREVENT,ACCESS2,Health Insurance,37391.662
12825,61.0,11.0,83.0,44.0,104.0,Virginia,Portsmouth,5164000.0,51,64000,"Portsmouth city, Virginia",95901.0,35.2,46166.0,23138.0,16988.0,17.714100999989572,5.056255930595093,2016.0,VA,Virginia,Portsmouth,City,BRFSS,Prevention,5164000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,16.2,15.6,16.7,95535.0,"(36.8451450228, -76.3552763467)",PREVENT,ACCESS2,Health Insurance,15476.67
12853,58.0,-2.0,83.0,38.0,104.0,Virginia,Richmond,5167000.0,51,67000,"Richmond city, Virginia",207878.0,32.6,40496.0,27184.0,50681.0,24.380165289256198,6.017471786336216,2016.0,VA,Virginia,Richmond,City,BRFSS,Prevention,5167000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,16.7,16.3,17.1,204214.0,"(37.5293933083, -77.475568168)",PREVENT,ACCESS2,Health Insurance,34103.738
12881,57.0,0.0,80.0,36.0,102.0,Virginia,Roanoke,5168000.0,51,68000,"Roanoke city, Virginia",97355.0,38.2,38145.0,23295.0,21360.0,21.940321503774843,4.283293102562785,2016.0,VA,Virginia,Roanoke,City,BRFSS,Prevention,5168000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,16.5,15.9,17.0,97032.0,"(37.2782181855, -79.9581615989)",PREVENT,ACCESS2,Health Insurance,16010.28
12909,58.0,-5.0,82.0,38.0,102.0,Virginia,Suffolk,5176432.0,51,76432,"Suffolk city, Virginia",84842.0,38.1,66085.0,29135.0,9528.0,11.230286886212017,4.257325381296999,2016.0,VA,Virginia,Suffolk,City,BRFSS,Prevention,5176432,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,14.0,13.5,14.4,84585.0,"(36.6930367981, -76.6414278469)",PREVENT,ACCESS2,Health Insurance,11841.900000000001
12937,60.0,5.0,82.0,40.0,101.0,Virginia,Virginia Beach,5182000.0,51,82000,"Virginia Beach city, Virginia",442151.0,34.9,65219.0,31934.0,33928.0,7.673396645037555,3.312669201245728,2016.0,VA,Virginia,Virginia Beach,City,BRFSS,Prevention,5182000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,12.0,11.8,12.2,437994.0,"(36.7534593339, -76.0589579522)",PREVENT,ACCESS2,Health Insurance,52559.28
12965,55.0,14.0,73.0,38.0,106.0,Washington,Auburn,5303180.0,53,03180,"Auburn city, Washington",71846.0,35.9,55483.0,26807.0,11397.0,15.863096066586866,5.715001531052529,2016.0,WA,Washington,Auburn,City,BRFSS,Prevention,5303180,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,12.4,11.9,12.9,70180.0,"(47.3038544325, -122.210810557)",PREVENT,ACCESS2,Health Insurance,8702.32
12993,55.0,14.0,73.0,39.0,105.0,Washington,Bellevue,5305210.0,53,05210,"Bellevue city, Washington",129209.0,37.8,90333.0,48620.0,9826.0,7.604733416402882,4.033000797158093,2016.0,WA,Washington,Bellevue,City,BRFSS,Prevention,5305210,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,7.2,6.9,7.5,122363.0,"(47.5962437606, -122.153569982)",PREVENT,ACCESS2,Health Insurance,8810.136
13021,52.0,10.0,69.0,34.0,97.0,Washington,Bellingham,5305280.0,53,05280,"Bellingham city, Washington",81576.0,30.9,40648.0,24266.0,18574.0,22.7689516524468,5.733303912915563,2016.0,WA,Washington,Bellingham,City,BRFSS,Prevention,5305280,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,9.9,9.4,10.4,80885.0,"(48.7535370315, -122.468092906)",PREVENT,ACCESS2,Health Insurance,8007.615000000001
13049,52.0,13.0,69.0,39.0,100.0,Washington,Everett,5322640.0,53,22640,"Everett city, Washington",103918.0,34.6,47482.0,25478.0,17073.0,16.429300025019728,6.060547739563887,2016.0,WA,Washington,Everett,City,BRFSS,Prevention,5322640,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,12.4,12.0,12.8,103019.0,"(47.9497966189, -122.160703911)",PREVENT,ACCESS2,Health Insurance,12774.356
13077,54.0,14.0,73.0,39.0,103.0,Washington,Federal Way,5323515.0,53,23515,"Federal Way city, Washington",90720.0,35.1,55872.0,26508.0,14523.0,16.008597883597883,5.263447971781305,2016.0,WA,Washington,Federal Way,City,BRFSS,Prevention,5323515,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,12.8,12.4,13.2,89306.0,"(47.3090846316, -122.335755583)",PREVENT,ACCESS2,Health Insurance,11431.168
13105,55.0,-8.0,80.0,30.0,109.0,Washington,Kennewick,5335275.0,53,35275,"Kennewick city, Washington",74969.0,32.6,51510.0,24669.0,12644.0,16.865637796956076,3.533460497005429,2016.0,WA,Washington,Kennewick,City,BRFSS,Prevention,5335275,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,14.6,13.9,15.3,73917.0,"(46.198438428, -119.173245847)",PREVENT,ACCESS2,Health Insurance,10791.882
13133,55.0,14.0,73.0,38.0,106.0,Washington,Kent,5335415.0,53,35415,"Kent city, Washington",115703.0,33.2,57553.0,25137.0,19660.0,16.991780679844084,4.920356429824637,2016.0,WA,Washington,Kent,City,BRFSS,Prevention,5335415,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,13.9,13.5,14.3,92411.0,"(47.3849636272, -122.217890194)",PREVENT,ACCESS2,Health Insurance,12845.129
13161,55.0,14.0,73.0,38.0,106.0,Washington,Renton,5357745.0,53,57745,"Renton city, Washington",93601.0,35.5,64141.0,31124.0,11601.0,12.394098353650067,4.932639608551191,2016.0,WA,Washington,Renton,City,BRFSS,Prevention,5357745,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,10.9,10.5,11.3,90927.0,"(47.4760546752, -122.191153327)",PREVENT,ACCESS2,Health Insurance,9911.043
13189,55.0,14.0,73.0,39.0,105.0,Washington,Seattle,5363000.0,53,63000,"Seattle city, Washington",624681.0,36.1,65277.0,43237.0,82513.0,13.208821782637859,4.325247606378295,2016.0,WA,Washington,Seattle,City,BRFSS,Prevention,5363000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,8.0,7.9,8.1,608660.0,"(47.622154338, -122.323532482)",PREVENT,ACCESS2,Health Insurance,48692.8
13217,51.0,-2.0,74.0,30.0,107.0,Washington,Spokane,5367000.0,53,67000,"Spokane city, Washington",209478.0,35.2,42092.0,23965.0,39067.0,18.649691137016774,5.410114665979243,2016.0,WA,Washington,Spokane,City,BRFSS,Prevention,5367000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,10.7,10.4,11.0,208916.0,"(47.6736243259, -117.415973291)",PREVENT,ACCESS2,Health Insurance,22354.012
13245,51.0,-2.0,74.0,30.0,107.0,Washington,Spokane Valley,5367167.0,53,67167,"Spokane Valley city, Washington",90385.0,38.3,47897.0,23886.0,13032.0,14.418321624163301,5.265254190407701,2016.0,WA,Washington,Spokane Valley,City,BRFSS,Prevention,5367167,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,9.9,9.5,10.4,89755.0,"(47.662556574, -117.234571922)",PREVENT,ACCESS2,Health Insurance,8885.745
13273,54.0,-10.0,78.0,28.0,108.0,Washington,Yakima,5380010.0,53,80010,"Yakima city, Washington",92082.0,33.0,39462.0,19908.0,21835.0,23.712560543863077,5.415825025520731,2016.0,WA,Washington,Yakima,City,BRFSS,Prevention,5380010,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,20.8,20.1,21.6,91067.0,"(46.5925792092, -120.547807614)",PREVENT,ACCESS2,Health Insurance,18941.936
13301,55.0,-4.0,81.0,32.0,101.0,West Virginia,Charleston,5414600.0,54,14600,"Charleston city, West Virginia",51135.0,41.5,48527.0,36334.0,9154.0,17.901632932433753,3.8799256869072063,2016.0,WV,West Virginia,Charleston,City,BRFSS,Prevention,5414600,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,9.3,8.9,9.7,51400.0,"(38.3484079736, -81.632165003)",PREVENT,ACCESS2,Health Insurance,4780.200000000001
13329,45.0,-24.0,68.0,24.0,97.0,Wisconsin,Appleton,5502375.0,55,02375,"Appleton city, Wisconsin",72923.0,35.8,53183.0,27246.0,7996.0,10.964990469399229,2.9085473718854136,2016.0,WI,Wisconsin,Appleton,City,BRFSS,Prevention,5502375,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,10.4,9.9,10.9,72623.0,"(44.2776987457, -88.3897664444)",PREVENT,ACCESS2,Health Insurance,7552.792
13357,45.0,-21.0,69.0,23.0,99.0,Wisconsin,Green Bay,5531000.0,55,31000,"Green Bay city, Wisconsin",104393.0,34.0,42427.0,23897.0,17922.0,17.167817765558993,4.845152452750663,2016.0,WI,Wisconsin,Green Bay,City,BRFSS,Prevention,5531000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,13.7,13.3,14.2,104057.0,"(44.5149847816, -87.9896195955)",PREVENT,ACCESS2,Health Insurance,14255.808999999997
13385,47.0,-21.0,73.0,25.0,106.0,Wisconsin,Kenosha,5539225.0,55,39225,"Kenosha city, Wisconsin",99535.0,34.1,48643.0,23179.0,17804.0,17.88717536544934,6.477118601496961,2016.0,WI,Wisconsin,Kenosha,City,BRFSS,Prevention,5539225,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,14.0,13.6,14.4,99218.0,"(42.585570271, -87.8735745085)",PREVENT,ACCESS2,Health Insurance,13890.52
13413,47.0,-26.0,72.0,24.0,104.0,Wisconsin,Madison,5548000.0,55,48000,"Madison city, Wisconsin",237395.0,30.8,53464.0,31322.0,43981.0,18.526506455485585,3.8989869205332885,2016.0,WI,Wisconsin,Madison,City,BRFSS,Prevention,5548000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,9.4,9.1,9.6,233209.0,"(43.0809865694, -89.3915106344)",PREVENT,ACCESS2,Health Insurance,21921.646
13441,47.0,-24.0,71.0,26.0,102.0,Wisconsin,Milwaukee,5553000.0,55,53000,"Milwaukee city, Wisconsin",596459.0,30.6,35467.0,19229.0,168664.0,28.277551348877292,6.881445329855028,2016.0,WI,Wisconsin,Milwaukee,City,BRFSS,Prevention,5553000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,17.8,17.6,18.0,594833.0,"(43.0641258925, -87.9672412429)",PREVENT,ACCESS2,Health Insurance,105880.274
13469,48.0,-18.0,71.0,27.0,102.0,Wisconsin,Racine,5566000.0,55,66000,"Racine city, Wisconsin",78548.0,33.6,38072.0,20000.0,17621.0,22.43341650965015,6.842949534042878,2016.0,WI,Wisconsin,Racine,City,BRFSS,Prevention,5566000,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,16.7,16.2,17.2,78860.0,"(42.7274599494, -87.813453024)",PREVENT,ACCESS2,Health Insurance,13169.619999999999
13497,45.0,-26.0,69.0,24.0,100.0,Wisconsin,Waukesha,5584250.0,55,84250,"Waukesha city, Wisconsin",70775.0,34.0,57802.0,28920.0,7912.0,11.179088661250441,3.8290356764394207,2016.0,WI,Wisconsin,Waukesha,City,BRFSS,Prevention,5584250,Current lack of health insurance among adults aged 18â64 Years,%,AgeAdjPrv,Age-adjusted prevalence,10.7,10.2,11.2,70718.0,"(43.0093332215, -88.2457679157)",PREVENT,ACCESS2,Health Insurance,7566.826
